번호1,번호2,번호3,번호4,번호5,번호6
9,10,15,28,31,42
9,10,15,28,31,44
9,10,15,28,31,45
9,10,15,28,32,41
9,10,15,28,32,43
9,10,15,28,33,41
9,10,15,28,33,43
9,10,15,28,34,41
9,10,15,28,34,43
9,10,15,28,35,41
9,10,15,28,35,43
9,10,15,28,36,41
9,10,15,28,36,43
9,10,15,28,37,40
9,10,15,28,37,42
9,10,15,28,37,44
9,10,15,28,37,45
9,10,15,28,38,41
9,10,15,28,38,43
9,10,15,28,39,41
9,10,15,28,39,43
9,10,15,29,30,40
9,10,15,29,30,44
9,10,15,29,32,40
9,10,15,29,32,42
9,10,15,29,32,44
9,10,15,29,32,45
9,10,15,29,33,40
9,10,15,29,33,44
9,10,15,29,34,40
9,10,15,29,34,42
9,10,15,29,34,44
9,10,15,29,34,45
9,10,15,29,35,40
9,10,15,29,35,42
9,10,15,29,35,44
9,10,15,29,35,45
9,10,15,29,36,40
9,10,15,29,36,44
9,10,15,29,38,40
9,10,15,29,38,42
9,10,15,29,38,44
9,10,15,29,38,45
9,10,15,29,39,40
9,10,15,29,39,44
9,10,16,20,30,41
9,10,16,20,30,43
9,10,16,20,31,42
9,10,16,20,31,45
9,10,16,20,33,41
9,10,16,20,33,43
9,10,16,20,36,41
9,10,16,20,36,43
9,10,16,20,37,42
9,10,16,20,37,45
9,10,16,20,39,41
9,10,16,20,39,43
9,10,16,21,30,41
9,10,16,21,30,43
9,10,16,21,31,40
9,10,16,21,31,42
9,10,16,21,31,44
9,10,16,21,31,45
9,10,16,21,32,41
9,10,16,21,32,43
9,10,16,21,33,41
9,10,16,21,33,43
9,10,16,21,34,41
9,10,16,21,34,43
9,10,16,21,35,41
9,10,16,21,35,43
9,10,16,21,36,41
9,10,16,21,36,43
9,10,16,21,37,40
9,10,16,21,37,42
9,10,16,21,37,44
9,10,16,21,37,45
9,10,16,21,38,41
9,10,16,21,38,43
9,10,16,21,39,41
9,10,16,21,39,43
9,10,16,22,30,41
9,10,16,22,30,43
9,10,16,22,31,42
9,10,16,22,31,45
9,10,16,22,33,41
9,10,16,22,33,43
9,10,16,22,36,41
9,10,16,22,36,43
9,10,16,22,37,42
9,10,16,22,37,45
9,10,16,22,39,41
9,10,16,22,39,43
9,10,16,23,30,40
9,10,16,23,30,42
9,10,16,23,30,44
9,10,16,23,30,45
9,10,16,23,32,42
9,10,16,23,32,45
9,10,16,23,33,40
9,10,16,23,33,42
9,10,16,23,33,44
9,10,16,23,33,45
9,10,16,23,34,42
9,10,16,23,34,45
9,10,16,23,35,42
9,10,16,23,35,45
9,10,16,23,36,40
9,10,16,23,36,42
9,10,16,23,36,44
9,10,16,23,36,45
9,10,16,23,38,42
9,10,16,23,38,45
9,10,16,23,39,40
9,10,16,23,39,42
9,10,16,23,39,44
9,10,16,23,39,45
9,10,16,24,30,41
9,10,16,24,30,43
9,10,16,24,31,40
9,10,16,24,31,42
9,10,16,24,31,44
9,10,16,24,31,45
9,10,16,24,32,41
9,10,16,24,32,43
9,10,16,24,33,41
9,10,16,24,33,43
9,10,16,24,34,41
9,10,16,24,34,43
9,10,16,24,35,41
9,10,16,24,35,43
9,10,16,24,36,41
9,10,16,24,36,43
9,10,16,24,37,40
9,10,16,24,37,42
9,10,16,24,37,44
9,10,16,24,37,45
9,10,16,24,38,41
9,10,16,24,38,43
9,10,16,24,39,41
9,10,16,24,39,43
9,10,16,25,30,41
9,10,16,25,30,43
9,10,16,25,31,42
9,10,16,25,31,45
9,10,16,25,33,41
9,10,16,25,33,43
9,10,16,25,36,41
9,10,16,25,36,43
9,10,16,25,37,42
9,10,16,25,37,45
9,10,16,25,39,41
9,10,16,25,39,43
9,10,16,26,30,41
9,10,16,26,30,43
9,10,16,26,31,42
9,10,16,26,31,45
9,10,16,26,33,41
9,10,16,26,33,43
9,10,16,26,36,41
9,10,16,26,36,43
9,10,16,26,37,42
9,10,16,26,37,45
9,10,16,26,39,41
9,10,16,26,39,43
9,10,16,27,30,41
9,10,16,27,30,43
9,10,16,27,31,40
9,10,16,27,31,42
9,10,16,27,31,44
9,10,16,27,31,45
9,10,16,27,32,41
9,10,16,27,32,43
9,10,16,27,33,41
9,10,16,27,33,43
9,10,16,27,34,41
9,10,16,27,34,43
9,10,16,27,35,41
9,10,16,27,35,43
9,10,16,27,36,41
9,10,16,27,36,43
9,10,16,27,37,40
9,10,16,27,37,42
9,10,16,27,37,44
9,10,16,27,37,45
9,10,16,27,38,41
9,10,16,27,38,43
9,10,16,27,39,41
9,10,16,27,39,43
9,10,16,28,30,41
9,10,16,28,30,43
9,10,16,28,31,42
9,10,16,28,31,45
9,10,16,28,33,41
9,10,16,28,33,43
9,10,16,28,36,41
9,10,16,28,36,43
9,10,16,28,37,42
9,10,16,28,37,45
9,10,16,28,39,41
9,10,16,28,39,43
9,10,16,29,30,40
9,10,16,29,30,42
9,10,16,29,30,44
9,10,16,29,30,45
9,10,16,29,32,42
9,10,16,29,32,45
9,10,16,29,33,40
9,10,16,29,33,42
9,10,16,29,33,44
9,10,16,29,33,45
9,10,16,29,34,42
9,10,16,29,34,45
9,10,16,29,35,42
9,10,16,29,35,45
9,10,16,29,36,40
9,10,16,29,36,42
9,10,16,29,36,44
9,10,16,29,36,45
9,10,16,29,38,42
9,10,16,29,38,45
9,10,16,29,39,40
9,10,16,29,39,42
9,10,16,29,39,44
9,10,16,29,39,45
9,10,17,20,30,40
9,10,17,20,30,42
9,10,17,20,30,44
9,10,17,20,30,45
9,10,17,20,32,42
9,10,17,20,32,45
9,10,17,20,33,40
9,10,17,20,33,42
9,10,17,20,33,44
9,10,17,20,33,45
9,10,17,20,34,42
9,10,17,20,34,45
9,10,17,20,35,42
9,10,17,20,35,45
9,10,17,20,36,40
9,10,17,20,36,42
9,10,17,20,36,44
9,10,17,20,36,45
9,10,17,20,38,42
9,10,17,20,38,45
9,10,17,20,39,40
9,10,17,20,39,42
9,10,17,20,39,44
9,10,17,20,39,45
9,10,17,21,30,40
9,10,17,21,30,44
9,10,17,21,32,40
9,10,17,21,32,42
9,10,17,21,32,44
9,10,17,21,32,45
9,10,17,21,33,40
9,10,17,21,33,44
9,10,17,21,34,40
9,10,17,21,34,42
9,10,17,21,34,44
9,10,17,21,34,45
9,10,17,21,35,40
9,10,17,21,35,42
9,10,17,21,35,44
9,10,17,21,35,45
9,10,17,21,36,40
9,10,17,21,36,44
9,10,17,21,38,40
9,10,17,21,38,42
9,10,17,21,38,44
9,10,17,21,38,45
9,10,17,21,39,40
9,10,17,21,39,44
9,10,17,22,30,40
9,10,17,22,30,42
9,10,17,22,30,44
9,10,17,22,30,45
9,10,17,22,32,42
9,10,17,22,32,45
9,10,17,22,33,40
9,10,17,22,33,42
9,10,17,22,33,44
9,10,17,22,33,45
9,10,17,22,34,42
9,10,17,22,34,45
9,10,17,22,35,42
9,10,17,22,35,45
9,10,17,22,36,40
9,10,17,22,36,42
9,10,17,22,36,44
9,10,17,22,36,45
9,10,17,22,38,42
9,10,17,22,38,45
9,10,17,22,39,40
9,10,17,22,39,42
9,10,17,22,39,44
9,10,17,22,39,45
9,10,17,24,30,40
9,10,17,24,30,44
9,10,17,24,32,40
9,10,17,24,32,42
9,10,17,24,32,44
9,10,17,24,32,45
9,10,17,24,33,40
9,10,17,24,33,44
9,10,17,24,34,40
9,10,17,24,34,42
9,10,17,24,34,44
9,10,17,24,34,45
9,10,17,24,35,40
9,10,17,24,35,42
9,10,17,24,35,44
9,10,17,24,35,45
9,10,17,24,36,40
9,10,17,24,36,44
9,10,17,24,38,40
9,10,17,24,38,42
9,10,17,24,38,44
9,10,17,24,38,45
9,10,17,24,39,40
9,10,17,24,39,44
9,10,17,25,30,40
9,10,17,25,30,42
9,10,17,25,30,44
9,10,17,25,30,45
9,10,17,25,32,42
9,10,17,25,32,45
9,10,17,25,33,40
9,10,17,25,33,42
9,10,17,25,33,44
9,10,17,25,33,45
9,10,17,25,34,42
9,10,17,25,34,45
9,10,17,25,35,42
9,10,17,25,35,45
9,10,17,25,36,40
9,10,17,25,36,42
9,10,17,25,36,44
9,10,17,25,36,45
9,10,17,25,38,42
9,10,17,25,38,45
9,10,17,25,39,40
9,10,17,25,39,42
9,10,17,25,39,44
9,10,17,25,39,45
9,10,17,26,30,40
9,10,17,26,30,42
9,10,17,26,30,44
9,10,17,26,30,45
9,10,17,26,32,42
9,10,17,26,32,45
9,10,17,26,33,40
9,10,17,26,33,42
9,10,17,26,33,44
9,10,17,26,33,45
9,10,17,26,34,42
9,10,17,26,34,45
9,10,17,26,35,42
9,10,17,26,35,45
9,10,17,26,36,40
9,10,17,26,36,42
9,10,17,26,36,44
9,10,17,26,36,45
9,10,17,26,38,42
9,10,17,26,38,45
9,10,17,26,39,40
9,10,17,26,39,42
9,10,17,26,39,44
9,10,17,26,39,45
9,10,17,27,30,40
9,10,17,27,30,44
9,10,17,27,32,40
9,10,17,27,32,42
9,10,17,27,32,44
9,10,17,27,32,45
9,10,17,27,33,40
9,10,17,27,33,44
9,10,17,27,34,40
9,10,17,27,34,42
9,10,17,27,34,44
9,10,17,27,34,45
9,10,17,27,35,40
9,10,17,27,35,42
9,10,17,27,35,44
9,10,17,27,35,45
9,10,17,27,36,40
9,10,17,27,36,44
9,10,17,27,38,40
9,10,17,27,38,42
9,10,17,27,38,44
9,10,17,27,38,45
9,10,17,27,39,40
9,10,17,27,39,44
9,10,17,28,30,40
9,10,17,28,30,42
9,10,17,28,30,44
9,10,17,28,30,45
9,10,17,28,32,42
9,10,17,28,32,45
9,10,17,28,33,40
9,10,17,28,33,42
9,10,17,28,33,44
9,10,17,28,33,45
9,10,17,28,34,42
9,10,17,28,34,45
9,10,17,28,35,42
9,10,17,28,35,45
9,10,17,28,36,40
9,10,17,28,36,42
9,10,17,28,36,44
9,10,17,28,36,45
9,10,17,28,38,42
9,10,17,28,38,45
9,10,17,28,39,40
9,10,17,28,39,42
9,10,17,28,39,44
9,10,17,28,39,45
9,10,18,20,30,41
9,10,18,20,30,43
9,10,18,20,31,40
9,10,18,20,31,42
9,10,18,20,31,44
9,10,18,20,31,45
9,10,18,20,32,41
9,10,18,20,32,43
9,10,18,20,33,41
9,10,18,20,33,43
9,10,18,20,34,41
9,10,18,20,34,43
9,10,18,20,35,41
9,10,18,20,35,43
9,10,18,20,36,41
9,10,18,20,36,43
9,10,18,20,37,40
9,10,18,20,37,42
9,10,18,20,37,44
9,10,18,20,37,45
9,10,18,20,38,41
9,10,18,20,38,43
9,10,18,20,39,41
9,10,18,20,39,43
9,10,18,21,31,40
9,10,18,21,31,44
9,10,18,21,32,41
9,10,18,21,32,43
9,10,18,21,34,41
9,10,18,21,34,43
9,10,18,21,35,41
9,10,18,21,35,43
9,10,18,21,37,40
9,10,18,21,37,44
9,10,18,21,38,41
9,10,18,21,38,43
9,10,18,22,30,41
9,10,18,22,30,43
9,10,18,22,31,40
9,10,18,22,31,42
9,10,18,22,31,44
9,10,18,22,31,45
9,10,18,22,32,41
9,10,18,22,32,43
9,10,18,22,33,41
9,10,18,22,33,43
9,10,18,22,34,41
9,10,18,22,34,43
9,10,18,22,35,41
9,10,18,22,35,43
9,10,18,22,36,41
9,10,18,22,36,43
9,10,18,22,37,40
9,10,18,22,37,42
9,10,18,22,37,44
9,10,18,22,37,45
9,10,18,22,38,41
9,10,18,22,38,43
9,10,18,22,39,41
9,10,18,22,39,43
9,10,18,23,30,40
9,10,18,23,30,44
9,10,18,23,32,40
9,10,18,23,32,42
9,10,18,23,32,44
9,10,18,23,32,45
9,10,18,23,33,40
9,10,18,23,33,44
9,10,18,23,34,40
9,10,18,23,34,42
9,10,18,23,34,44
9,10,18,23,34,45
9,10,18,23,35,40
9,10,18,23,35,42
9,10,18,23,35,44
9,10,18,23,35,45
9,10,18,23,36,40
9,10,18,23,36,44
9,10,18,23,38,40
9,10,18,23,38,42
9,10,18,23,38,44
9,10,18,23,38,45
9,10,18,23,39,40
9,10,18,23,39,44
9,10,18,24,31,40
9,10,18,24,31,44
9,10,18,24,32,41
9,10,18,24,32,43
9,10,18,24,34,41
9,10,18,24,34,43
9,10,18,24,35,41
9,10,18,24,35,43
9,10,18,24,37,40
9,10,18,24,37,44
9,10,18,24,38,41
9,10,18,24,38,43
9,10,18,25,30,41
9,10,18,25,30,43
9,10,18,25,31,40
9,10,18,25,31,42
9,10,18,25,31,44
9,10,18,25,31,45
9,10,18,25,32,41
9,10,18,25,32,43
9,10,18,25,33,41
9,10,18,25,33,43
9,10,18,25,34,41
9,10,18,25,34,43
9,10,18,25,35,41
9,10,18,25,35,43
9,10,18,25,36,41
9,10,18,25,36,43
9,10,18,25,37,40
9,10,18,25,37,42
9,10,18,25,37,44
9,10,18,25,37,45
9,10,18,25,38,41
9,10,18,25,38,43
9,10,18,25,39,41
9,10,18,25,39,43
9,10,18,26,30,41
9,10,18,26,30,43
9,10,18,26,31,40
9,10,18,26,31,42
9,10,18,26,31,44
9,10,18,26,31,45
9,10,18,26,32,41
9,10,18,26,32,43
9,10,18,26,33,41
9,10,18,26,33,43
9,10,18,26,34,41
9,10,18,26,34,43
9,10,18,26,35,41
9,10,18,26,35,43
9,10,18,26,36,41
9,10,18,26,36,43
9,10,18,26,37,40
9,10,18,26,37,42
9,10,18,26,37,44
9,10,18,26,37,45
9,10,18,26,38,41
9,10,18,26,38,43
9,10,18,26,39,41
9,10,18,26,39,43
9,10,18,27,31,40
9,10,18,27,31,44
9,10,18,27,32,41
9,10,18,27,32,43
9,10,18,27,34,41
9,10,18,27,34,43
9,10,18,27,35,41
9,10,18,27,35,43
9,10,18,27,37,40
9,10,18,27,37,44
9,10,18,27,38,41
9,10,18,27,38,43
9,10,18,28,30,41
9,10,18,28,30,43
9,10,18,28,31,40
9,10,18,28,31,42
9,10,18,28,31,44
9,10,18,28,31,45
9,10,18,28,32,41
9,10,18,28,32,43
9,10,18,28,33,41
9,10,18,28,33,43
9,10,18,28,34,41
9,10,18,28,34,43
9,10,18,28,35,41
9,10,18,28,35,43
9,10,18,28,36,41
9,10,18,28,36,43
9,10,18,28,37,40
9,10,18,28,37,42
9,10,18,28,37,44
9,10,18,28,37,45
9,10,18,28,38,41
9,10,18,28,38,43
9,10,18,28,39,41
9,10,18,28,39,43
9,10,18,29,30,40
9,10,18,29,30,44
9,10,18,29,32,40
9,10,18,29,32,42
9,10,18,29,32,44
9,10,18,29,32,45
9,10,18,29,33,40
9,10,18,29,33,44
9,10,18,29,34,40
9,10,18,29,34,42
9,10,18,29,34,44
9,10,18,29,34,45
9,10,18,29,35,40
9,10,18,29,35,42
9,10,18,29,35,44
9,10,18,29,35,45
9,10,18,29,36,40
9,10,18,29,36,44
9,10,18,29,38,40
9,10,18,29,38,42
9,10,18,29,38,44
9,10,18,29,38,45
9,10,18,29,39,40
9,10,18,29,39,44
9,10,19,20,30,40
9,10,19,20,30,42
9,10,19,20,30,44
9,10,19,20,30,45
9,10,19,20,32,42
9,10,19,20,32,45
9,10,19,20,33,40
9,10,19,20,33,42
9,10,19,20,33,44
9,10,19,20,33,45
9,10,19,20,34,42
9,10,19,20,34,45
9,10,19,20,35,42
9,10,19,20,35,45
9,10,19,20,36,40
9,10,19,20,36,42
9,10,19,20,36,44
9,10,19,20,36,45
9,10,19,20,38,42
9,10,19,20,38,45
9,10,19,20,39,40
9,10,19,20,39,42
9,10,19,20,39,44
9,10,19,20,39,45
9,10,19,21,30,40
9,10,19,21,30,44
9,10,19,21,32,40
9,10,19,21,32,42
9,10,19,21,32,44
9,10,19,21,32,45
9,10,19,21,33,40
9,10,19,21,33,44
9,10,19,21,34,40
9,10,19,21,34,42
9,10,19,21,34,44
9,10,19,21,34,45
9,10,19,21,35,40
9,10,19,21,35,42
9,10,19,21,35,44
9,10,19,21,35,45
9,10,19,21,36,40
9,10,19,21,36,44
9,10,19,21,38,40
9,10,19,21,38,42
9,10,19,21,38,44
9,10,19,21,38,45
9,10,19,21,39,40
9,10,19,21,39,44
9,10,19,22,30,40
9,10,19,22,30,42
9,10,19,22,30,44
9,10,19,22,30,45
9,10,19,22,32,42
9,10,19,22,32,45
9,10,19,22,33,40
9,10,19,22,33,42
9,10,19,22,33,44
9,10,19,22,33,45
9,10,19,22,34,42
9,10,19,22,34,45
9,10,19,22,35,42
9,10,19,22,35,45
9,10,19,22,36,40
9,10,19,22,36,42
9,10,19,22,36,44
9,10,19,22,36,45
9,10,19,22,38,42
9,10,19,22,38,45
9,10,19,22,39,40
9,10,19,22,39,42
9,10,19,22,39,44
9,10,19,22,39,45
9,10,19,24,30,40
9,10,19,24,30,44
9,10,19,24,32,40
9,10,19,24,32,42
9,10,19,24,32,44
9,10,19,24,32,45
9,10,19,24,33,40
9,10,19,24,33,44
9,10,19,24,34,40
9,10,19,24,34,42
9,10,19,24,34,44
9,10,19,24,34,45
9,10,19,24,35,40
9,10,19,24,35,42
9,10,19,24,35,44
9,10,19,24,35,45
9,10,19,24,36,40
9,10,19,24,36,44
9,10,19,24,38,40
9,10,19,24,38,42
9,10,19,24,38,44
9,10,19,24,38,45
9,10,19,24,39,40
9,10,19,24,39,44
9,10,19,25,30,40
9,10,19,25,30,42
9,10,19,25,30,44
9,10,19,25,30,45
9,10,19,25,32,42
9,10,19,25,32,45
9,10,19,25,33,40
9,10,19,25,33,42
9,10,19,25,33,44
9,10,19,25,33,45
9,10,19,25,34,42
9,10,19,25,34,45
9,10,19,25,35,42
9,10,19,25,35,45
9,10,19,25,36,40
9,10,19,25,36,42
9,10,19,25,36,44
9,10,19,25,36,45
9,10,19,25,38,42
9,10,19,25,38,45
9,10,19,25,39,40
9,10,19,25,39,42
9,10,19,25,39,44
9,10,19,25,39,45
9,10,19,26,30,40
9,10,19,26,30,42
9,10,19,26,30,44
9,10,19,26,30,45
9,10,19,26,32,42
9,10,19,26,32,45
9,10,19,26,33,40
9,10,19,26,33,42
9,10,19,26,33,44
9,10,19,26,33,45
9,10,19,26,34,42
9,10,19,26,34,45
9,10,19,26,35,42
9,10,19,26,35,45
9,10,19,26,36,40
9,10,19,26,36,42
9,10,19,26,36,44
9,10,19,26,36,45
9,10,19,26,38,42
9,10,19,26,38,45
9,10,19,26,39,40
9,10,19,26,39,42
9,10,19,26,39,44
9,10,19,26,39,45
9,10,19,27,30,40
9,10,19,27,30,44
9,10,19,27,32,40
9,10,19,27,32,42
9,10,19,27,32,44
9,10,19,27,32,45
9,10,19,27,33,40
9,10,19,27,33,44
9,10,19,27,34,40
9,10,19,27,34,42
9,10,19,27,34,44
9,10,19,27,34,45
9,10,19,27,35,40
9,10,19,27,35,42
9,10,19,27,35,44
9,10,19,27,35,45
9,10,19,27,36,40
9,10,19,27,36,44
9,10,19,27,38,40
9,10,19,27,38,42
9,10,19,27,38,44
9,10,19,27,38,45
9,10,19,27,39,40
9,10,19,27,39,44
9,10,19,28,30,40
9,10,19,28,30,42
9,10,19,28,30,44
9,10,19,28,30,45
9,10,19,28,32,42
9,10,19,28,32,45
9,10,19,28,33,40
9,10,19,28,33,42
9,10,19,28,33,44
9,10,19,28,33,45
9,10,19,28,34,42
9,10,19,28,34,45
9,10,19,28,35,42
9,10,19,28,35,45
9,10,19,28,36,40
9,10,19,28,36,42
9,10,19,28,36,44
9,10,19,28,36,45
9,10,19,28,38,42
9,10,19,28,38,45
9,10,19,28,39,40
9,10,19,28,39,42
9,10,19,28,39,44
9,10,19,28,39,45
9,10,20,21,30,41
9,10,20,21,30,43
9,10,20,21,31,40
9,10,20,21,31,42
9,10,20,21,31,44
9,10,20,21,31,45
9,10,20,21,32,41
9,10,20,21,32,43
9,10,20,21,33,41
9,10,20,21,33,43
9,10,20,21,34,41
9,10,20,21,34,43
9,10,20,21,35,41
9,10,20,21,35,43
9,10,20,21,36,41
9,10,20,21,36,43
9,10,20,21,37,40
9,10,20,21,37,42
9,10,20,21,37,44
9,10,20,21,37,45
9,10,20,21,38,41
9,10,20,21,38,43
9,10,20,21,39,41
9,10,20,21,39,43
9,10,20,22,30,41
9,10,20,22,30,43
9,10,20,22,31,42
9,10,20,22,31,45
9,10,20,22,33,41
9,10,20,22,33,43
9,10,20,22,36,41
9,10,20,22,36,43
9,10,20,22,37,42
9,10,20,22,37,45
9,10,20,22,39,41
9,10,20,22,39,43
9,10,20,23,30,40
9,10,20,23,30,42
9,10,20,23,30,44
9,10,20,23,30,45
9,10,20,23,32,42
9,10,20,23,32,45
9,10,20,23,33,40
9,10,20,23,33,42
9,10,20,23,33,44
9,10,20,23,33,45
9,10,20,23,34,42
9,10,20,23,34,45
9,10,20,23,35,42
9,10,20,23,35,45
9,10,20,23,36,40
9,10,20,23,36,42
9,10,20,23,36,44
9,10,20,23,36,45
9,10,20,23,38,42
9,10,20,23,38,45
9,10,20,23,39,40
9,10,20,23,39,42
9,10,20,23,39,44
9,10,20,23,39,45
9,10,20,24,30,41
9,10,20,24,30,43
9,10,20,24,31,40
9,10,20,24,31,42
9,10,20,24,31,44
9,10,20,24,31,45
9,10,20,24,32,41
9,10,20,24,32,43
9,10,20,24,33,41
9,10,20,24,33,43
9,10,20,24,34,41
9,10,20,24,34,43
9,10,20,24,35,41
9,10,20,24,35,43
9,10,20,24,36,41
9,10,20,24,36,43
9,10,20,24,37,40
9,10,20,24,37,42
9,10,20,24,37,44
9,10,20,24,37,45
9,10,20,24,38,41
9,10,20,24,38,43
9,10,20,24,39,41
9,10,20,24,39,43
9,10,20,25,30,41
9,10,20,25,30,43
9,10,20,25,31,42
9,10,20,25,31,45
9,10,20,25,33,41
9,10,20,25,33,43
9,10,20,25,36,41
9,10,20,25,36,43
9,10,20,25,37,42
9,10,20,25,37,45
9,10,20,25,39,41
9,10,20,25,39,43
9,10,20,26,30,41
9,10,20,26,30,43
9,10,20,26,31,42
9,10,20,26,31,45
9,10,20,26,33,41
9,10,20,26,33,43
9,10,20,26,36,41
9,10,20,26,36,43
9,10,20,26,37,42
9,10,20,26,37,45
9,10,20,26,39,41
9,10,20,26,39,43
9,10,20,27,30,41
9,10,20,27,30,43
9,10,20,27,31,40
9,10,20,27,31,42
9,10,20,27,31,44
9,10,20,27,31,45
9,10,20,27,32,41
9,10,20,27,32,43
9,10,20,27,33,41
9,10,20,27,33,43
9,10,20,27,34,41
9,10,20,27,34,43
9,10,20,27,35,41
9,10,20,27,35,43
9,10,20,27,36,41
9,10,20,27,36,43
9,10,20,27,37,40
9,10,20,27,37,42
9,10,20,27,37,44
9,10,20,27,37,45
9,10,20,27,38,41
9,10,20,27,38,43
9,10,20,27,39,41
9,10,20,27,39,43
9,10,20,28,30,41
9,10,20,28,30,43
9,10,20,28,31,42
9,10,20,28,31,45
9,10,20,28,33,41
9,10,20,28,33,43
9,10,20,28,36,41
9,10,20,28,36,43
9,10,20,28,37,42
9,10,20,28,37,45
9,10,20,28,39,41
9,10,20,28,39,43
9,10,20,29,30,40
9,10,20,29,30,42
9,10,20,29,30,44
9,10,20,29,30,45
9,10,20,29,32,42
9,10,20,29,32,45
9,10,20,29,33,40
9,10,20,29,33,42
9,10,20,29,33,44
9,10,20,29,33,45
9,10,20,29,34,42
9,10,20,29,34,45
9,10,20,29,35,42
9,10,20,29,35,45
9,10,20,29,36,40
9,10,20,29,36,42
9,10,20,29,36,44
9,10,20,29,36,45
9,10,20,29,38,42
9,10,20,29,38,45
9,10,20,29,39,40
9,10,20,29,39,42
9,10,20,29,39,44
9,10,20,29,39,45
9,10,20,30,31,40
9,10,20,30,31,42
9,10,20,30,31,44
9,10,20,30,31,45
9,10,20,30,32,41
9,10,20,30,32,43
9,10,20,30,33,41
9,10,20,30,33,43
9,10,20,30,34,41
9,10,20,30,34,43
9,10,20,30,35,41
9,10,20,30,35,43
9,10,20,30,36,41
9,10,20,30,36,43
9,10,20,30,37,40
9,10,20,30,37,42
9,10,20,30,37,44
9,10,20,30,37,45
9,10,20,30,38,41
9,10,20,30,38,43
9,10,20,30,39,41
9,10,20,30,39,43
9,10,20,31,32,42
9,10,20,31,32,45
9,10,20,31,33,40
9,10,20,31,33,42
9,10,20,31,33,44
9,10,20,31,33,45
9,10,20,31,34,42
9,10,20,31,34,45
9,10,20,31,35,42
9,10,20,31,35,45
9,10,20,31,36,40
9,10,20,31,36,42
9,10,20,31,36,44
9,10,20,31,36,45
9,10,20,31,38,42
9,10,20,31,38,45
9,10,20,31,39,40
9,10,20,31,39,42
9,10,20,31,39,44
9,10,20,31,39,45
9,10,20,32,33,41
9,10,20,32,33,43
9,10,20,32,36,41
9,10,20,32,36,43
9,10,20,32,37,42
9,10,20,32,37,45
9,10,20,32,39,41
9,10,20,32,39,43
9,10,20,33,34,41
9,10,20,33,34,43
9,10,20,33,35,41
9,10,20,33,35,43
9,10,20,33,36,41
9,10,20,33,36,43
9,10,20,33,37,40
9,10,20,33,37,42
9,10,20,33,37,44
9,10,20,33,37,45
9,10,20,33,38,41
9,10,20,33,38,43
9,10,20,33,39,41
9,10,20,33,39,43
9,10,20,34,36,41
9,10,20,34,36,43
9,10,20,34,37,42
9,10,20,34,37,45
9,10,20,34,39,41
9,10,20,34,39,43
9,10,20,35,36,41
9,10,20,35,36,43
9,10,20,35,37,42
9,10,20,35,37,45
9,10,20,35,39,41
9,10,20,35,39,43
9,10,20,36,37,40
9,10,20,36,37,42
9,10,20,36,37,44
9,10,20,36,37,45
9,10,20,36,38,41
9,10,20,36,38,43
9,10,20,36,39,41
9,10,20,36,39,43
9,10,20,37,38,42
9,10,20,37,38,45
9,10,20,37,39,40
9,10,20,37,39,42
9,10,20,37,39,44
9,10,20,37,39,45
9,10,20,38,39,41
9,10,20,38,39,43
9,10,21,22,31,40
9,10,21,22,37,40
9,10,21,23,30,40
9,10,21,23,32,40
9,10,21,23,33,40
9,10,21,23,34,40
9,10,21,23,35,40
9,10,21,23,36,40
9,10,21,23,38,40
9,10,21,23,39,40
9,10,21,24,31,40
9,10,21,24,31,44
9,10,21,24,32,41
9,10,21,24,32,43
9,10,21,24,34,41
9,10,21,24,34,43
9,10,21,24,35,41
9,10,21,24,35,43
9,10,21,24,37,40
9,10,21,24,37,44
9,10,21,24,38,41
9,10,21,24,38,43
9,10,21,25,30,41
9,10,21,25,30,43
9,10,21,25,31,40
9,10,21,25,31,42
9,10,21,25,31,44
9,10,21,25,31,45
9,10,21,25,32,41
9,10,21,25,32,43
9,10,21,25,33,41
9,10,21,25,33,43
9,10,21,25,34,41
9,10,21,25,34,43
9,10,21,25,35,41
9,10,21,25,35,43
9,10,21,25,36,41
9,10,21,25,36,43
9,10,21,25,37,40
9,10,21,25,37,42
9,10,21,25,37,44
9,10,21,25,37,45
9,10,21,25,38,41
9,10,21,25,38,43
9,10,21,25,39,41
9,10,21,25,39,43
9,10,21,26,30,41
9,10,21,26,30,43
9,10,21,26,31,40
9,10,21,26,31,42
9,10,21,26,31,44
9,10,21,26,31,45
9,10,21,26,32,41
9,10,21,26,32,43
9,10,21,26,33,41
9,10,21,26,33,43
9,10,21,26,34,41
9,10,21,26,34,43
9,10,21,26,35,41
9,10,21,26,35,43
9,10,21,26,36,41
9,10,21,26,36,43
9,10,21,26,37,40
9,10,21,26,37,42
9,10,21,26,37,44
9,10,21,26,37,45
9,10,21,26,38,41
9,10,21,26,38,43
9,10,21,26,39,41
9,10,21,26,39,43
9,10,21,27,31,40
9,10,21,27,37,40
9,10,21,28,31,40
9,10,21,28,37,40
9,10,21,29,30,40
9,10,21,29,32,40
9,10,21,29,33,40
9,10,21,29,34,40
9,10,21,29,35,40
9,10,21,29,36,40
9,10,21,29,38,40
9,10,21,29,39,40
9,10,21,30,31,40
9,10,21,30,31,44
9,10,21,30,32,41
9,10,21,30,32,43
9,10,21,30,34,41
9,10,21,30,34,43
9,10,21,30,35,41
9,10,21,30,35,43
9,10,21,30,37,40
